FID_1,ProjectNo,Dist,AddMPOName,IDENTIFIER,IDENTIFI_1,DESC_,PROJTYPE,ESTIMPRVAS,ROUTEORDER,TYCOUNTYDI,Routeuniqu,BEGINNINGM,ENDINGMILE,TYROUTENAM,EEC_Intersection,ProjectN_1
478,622,7,Bluegrass ADD,IP20080444,,Reconstruct KY 52 from KY 374 (Charlie Norris Rd) to Drowning Creek Bridge #033B00017N at Estill CL.,Reconstruction,Modernize Roadway-Rural,1,Madison,076-KY-0052  -000,16.334,22.707,Existing,28.45844074,622
673,623,7,Bluegrass ADD,IP20080466,,Improve roadway capacity & typical section on US 460 from E Main St to 300ft W of Cherry Blossom Way.,Reconstruction,Modernize Roadway-Rural,1,Scott,105-US-0460  -000,10.185,10.763,Existing,62.77808348,623
553,624,7,Bluegrass ADD,IP20080468,,Reconstruct US 460 from Soards Road to Belvedere Dr.,Major Widening,Modernize Roadway-Rural,1,Scott,105-US-0460  -000,4.008,6.072,Existing,1.488670935,624
714,625,7,Bluegrass ADD,IP20080477,,Reconstruct KY 2906 (Connector Rd) from US 460 (Paris Pk) to US 62 (Cherry Blossom Way).,Reconstruction,Modernize Roadway-Rural,1,Scott,105-KY-2906  -000,0,1.118,Existing,112.0280715,625
660,626,7,Bluegrass ADD,IP20080483,,Reconstruct intersection at US 62 (Rose Hill Ave & Tyrone Pk) and KY 1964 (Clifton Rd) in Versailles.,Reconstruction,Improve Intersection,1,Woodford,120-US-0062  -000,6.496,6.7,Existing,16.77111409,626
532,627,7,Bluegrass ADD,IP20080741,,Construct new route from KY 1989 (Cornishville Rd) to KY 152 including improvements at RR crossing on KY 1989.,New Route,Construct Road in New Location,1,Mercer,084-US-0127  -000,4.402,4.9,Existing,-5.985097809,627
430,628,7,Bluegrass ADD,IP20080741,,Construct new route from KY 1989 (Cornishville Rd) to KY 152 including improvements at RR crossing on KY 1989.,New Route,Construct Road in New Location,2,Mercer,084-US-0068  -000,6.752,7.031,Existing,-28.83577216,628
692,629,7,Bluegrass ADD,IP20120027,,Construct left turn lanes on KY 44 to Scenic Gardens Drive & Nautical Way in Lawrenceburg.,Spot Improvement,Improve Intersection,1,Anderson,003-KY-0044  -000,11.726,12.372,Existing,-1.591785822,629
820,630,7,Bluegrass ADD,IP20120031,,Improve safety on KY 52 from KY 590 in Boyle County to Martin Lane in Garrard County.,Major Widening,Modernize Roadway-Rural,1,Garrard,040-KY-0052  -000,0,1.53,Existing,2.267597195,630
597,631,7,Bluegrass ADD,IP20120036,7-80001,IMPROVE US-62 (VERSAILLES RD.) FROM HILLTOP DR. TO WEST END OF BRIDGE OVER KENTUCKY RIVER AT TYRONE(18CCN),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Anderson,003-US-0062  -000,20.54,22.813,Existing,0.730602217,631
475,632,7,Bluegrass ADD,IP20130003,7-440,IMPROVE KY-169 FROM NORTH OF CLEAR CREEK RD IN JESSAMINE COUNTY TO NORTH OF KY-1967 IN WOODFORD COUNTY.,RECONSTRUCTION(O),Modernize Roadway-Rural,1,Woodford,120-KY-0169  -000,0,3,Existing,3.750608754,632
608,633,7,Gateway ADD,IP20150067,Jul-53,RECONSTRUCT US 60 FOR SAFETY IMPROVEMENTS FROM 500 FEET WEST OF SEWELL SHOP ROAD (MP 17.032) IN CLARK COUNTY TO 500 FEET WEST OF BENTBROOK (MP 2.007) IN MONTGOMERY COUNTY.(16CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Montgomery,087-US-0060  -000,0,2.007,Existing,1.579393519,633
441,634,7,Bluegrass ADD,IP20150117,,"Improve intersection at KY 34 and US 150 and address safety, congestion, and level of service from Cowan Street to US 150.",Congestion Management,Improve Intersection,1,Boyle,011-KY-0034  -000,13.19,13.629,Existing,-5.213180509,634
788,635,7,Bluegrass ADD,IP20150123,,Improve safety on Jacks Creek Rd (KY 1156) from US 25 to Clay Lane.,Safety-Haz-Elm,,1,Madison,076-KY-1156  -000,0,4.651,Existing,-1.382371145,635
558,636,7,Bluegrass ADD,IP20150128,,New road to extend from Menelaus Road (KY 1983) to Mayde Road in Berea.,New Route,,1,Madison,076-KY-1983  -000,0,1,Existing,-15.8227902,636
805,637,7,Lexington MPO,IP20150142,7-412,"REPLACE L&N RAILROAD BRIDGE OVERPASS (MP 8.378), IMPROVE DRAINAGE AND TYPICAL SECTION ON US 27 (NORTH BROADWAY)(12CCR)(14CCR)(16CCR)(18CCN)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Fayette,034-US-0027  -000,8.565,8.691,Existing,133.7405964,637
460,638,7,Bluegrass ADD,IP20150188,7-417,IMPROVE SYSTEM MOBILITY ALONG MOBERLY ROAD FROM KY 390 TO KY 1989 IN NORTHWEST HARRODSBURG. (12CCR),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Mercer,084-CS-1237  -000,0,0.341,Existing,-13.90055602,638
738,639,7,Gateway ADD,IP20150256,10-Jul,WIDEN EXISTING PAVEMENT & IMPROVE VERTICAL & HORIZONTAL CURVES FROM EXISTING MT STERLING BYPASS (KY 686) TO 500' W OF BENTBROOK SUBDIVISION. ADD FULL WIDTH SHOULDERS & A CENTER TURNING LANE IN CONGESTION AREAS FROM MP 2.2 TO 4.311.(14CCN)(16CCR)(18CCN),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Montgomery,087-US-0060  -000,2.007,4.311,Existing,-21.48966689,639
767,640,7,Bluegrass ADD,IP20150261,Jul-58,SAFETY IMPROVEMENTS ON US 127 IN SALVISA. (14CCN)(18CCN),SAFETY(P),Access Consolidation,1,Mercer,084-US-0127  -000,14.469,16.903,Existing,3.399657056,0
527,641,7,Bluegrass ADD,IP20150270,7-8506.01,RECONSTRUCT I-64/MOUNTAIN PARKWAY INTERCHANGE TO ADD NEW RAMPS TO AND FROM THE EAST.(12CCR)(14CCR)(16CCR),MAJOR WIDENING(O),Innovative Interchange,1,Clark,025-I-0064  -000,95.1,97.675,Existing,0,0
798,642,7,Bluegrass ADD,IP20150280,7-117,IMPROVE US 60 (VERSAILLES ROAD) FROM THE BLUEGRASS PARKWAY/HUNTERTOWN PIKE TO PISGAH PIKE. (18CCR),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Woodford,120-US-0060  -000,11.238,12.612,Existing,-2.898715286,642
447,643,7,Lexington MPO,IP20150307,7-252,IMPROVE NEWTOWN PIKE FROM KY-4 TO I-75. (16CCR)(18CCR)(SEE 7-252.01 FOR BREAKOUT SECTION LET TO CONSTRUCTION IN MAY 2010),MAJOR WIDENING(O),Arterial to Partial Control,1,Fayette,034-KY-0922  -000,1.65,3.4,Existing,-53.27683537,643
548,644,7,Bluegrass ADD,IP20150317,Jul-53,"PROPOSED ROADWAY IMPROVEMENTS FROM DUNCANNON RD TO THE MADISON CO AIRPORT TO INCLUDE CALEAST RD (KY 2881 MP.783-MP 2.780), JOHN BALLARD RD (KY 2877 MP0-MP.806 & CR 1236 MP0-MP.429) FROM MENELAUS TO AIRPORT RD, & A NEW BRIDGE OVER SILVER CR.(14CCN)(16CCR)",SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Madison,076-KY-2881  -000,0.783,2.78,Existing,4.662122658,644
734,645,7,Bluegrass ADD,IP20150329,1-Jul,EXTEND THE WINCHESTER EAST BYPASS (KY 1958) FROM IRVINE ROAD (KY 89) TO KY 627 SOUTH OF WINCHESTER. (08CCN)(10CCR)(18CCN),NEW ROUTE(O),Construct Road in New Location,1,Clark,025-KY-0627  -000,6.3,8.1,Existing,-36.72268166,645
489,646,7,Bluegrass ADD,IP20150330,Jul-39,EXTEND FULTON ROAD. (BY COUNTY)(10CCN)(18CCN),NEW ROUTE(O),Construct Road in New Location,1,Clark,025-CS-1200  -000,0.435,0.437,Existing,0,0
637,647,7,Lexington MPO,IP20150333,7-113.02,IMPROVE NEW CIRCLE ROAD FROM LEESTOWN ROAD TO NEAR GEORGETOWN ROAD. (12CCR)(14CCR)(18CCR),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Fayette,034-KY-0004  -000,7.26,8.26,Existing,-4.840002485,647
652,648,7,Lexington MPO,IP20150334,7-593.03 / 7-593.30,NEWTOWN PIKE EXTENSION FROM WEST MAIN ST. TO SOUTH LIMESTONE ST. IN LEXINGTON. (ADDITIONAL FUNDING FOR DESIGN FOR CLT)(05KYD-KY095),NEW ROUTE(O),Construct Road in New Location,1,Fayette,034-US-0027  -000,6.207,6.441,Existing,245.6418021,648
589,649,7,Bluegrass ADD,IP20150336,7-196.20,CONSTRUCT WEST LANCASTER BYPASS. (2006BOPC),RELOCATION(O),Construct Road in New Location,1,Garrard,040-US-0027  -000,0,1,Existing,-1.945227181,649
427,650,7,Lexington MPO,IP20150344,7-87.30,EAST NICHOLASVILLE BYPASS SECTION IB FROM 125 FEET NORTH OF KY 169 TO END OF PROJECT AT TIE-IN TO WEST BYPASS. THIS INCLUDES THE INTERCHANGE AT US 27 NORTH OF NICHOLASVILLE. (14CCR),NEW ROUTE(O),Construct Road in New Location,1,Jessamine,057-US-0027  -000,2.4,3.8,Existing,-1.477807325,0
626,651,7,Lexington MPO,IP20150346,7-87.20,EAST NICHOLASVILLE BYPASS SECTION IA: IMPROVE CONNECTIVITY AND MOBILITY EAST AROUND NICHOLASVILLE FROM SOUTH OF KY-39 TO NORTH OF KY-169.,NEW ROUTE(O),Construct Road in New Location,1,Jessamine,057-US-0027  -000,0,2.4,Existing,0.002362319,0
702,652,7,Bluegrass ADD,IP20150393,7-196.30,IMPROVE US-27 FROM WEST LANCASTER BYPASS TO KY-34. (2006BOPC) (16CCN)(18CCR),RELOCATION(O),2 Lane to 4 Lane Divided - Rural,1,Garrard,040-US-0027  -000,5.199,10.331,Existing,2.658760517,652
710,653,7,Bluegrass ADD,IP20150407,5-Jul,IMPROVE US-460 FROM RUSSELL CAVE ROAD TO US-27 BYPASS IN PARIS.(12CCN)(14CCR)(16CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Bourbon,009-US-0460  -000,1.394,7.696,Existing,-5.37146366,653
721,654,7,Lexington MPO,IP20150433,7-122.10,RECONSTRUCT/WIDEN US-25 FROM SPURR ROAD SOUTH OF I-75 TO 1400 FEET SOUTH OF IRONWORKS ROAD. (06CCN)(08CCR)(10CCR)(12CCR)(16CCR),MAJOR WIDENING(O),2 Lane to 4 Lane Divided - Rural,1,Fayette,034-US-0025  -000,18.264,21.415,Existing,-21.19981635,654
505,655,7,Lexington MPO,IP20150437,7-414 / 7-414.10,"IMPROVE ROADWAY GEOMETRICS, TYPICAL SECTION, AND ROADWAY HAZARDS ON KY 1980 (BRANNON RD) FROM US 68 (HARRODSBURG RD) TO US 27 (NICHOLASVILLE RD). BEGIN RIGHT OF WAY PURCHASE FROM US-68 EASTWARD TO RAILROAD CROSSING.(18CCN)",SAFETY(P),Modernize Roadway-Rural,1,Jessamine,057-KY-1980  -000,0,3.205,Existing,44.68975894,655
668,656,7,Lexington MPO,IP20160135,2-Jul,IMPROVE LIBERTY ROAD FROM GRAFTONS MILL LANE TO NEW CIRCLE ROAD AND IMPROVE INTERSECTION WITH NEW CIRCLE ROAD. (16CCN)(18CCR),MAJOR WIDENING(O),Modernize Roadway-Urban,1,Fayette,034-KY-1927  -000,0,1.175,Existing,66.08389079,656
574,657,7,Bluegrass ADD,IP20160200,Jul-52,RECONSTRUCT US 60 FOR SAFETY IMPROVEMENTS FROM I-64 IN CLARK COUNTY (MP 14.210)) TO 500 FEET WEST OF SEWELL SHOP ROAD (MP 17.032).(16CCN)(18CCN),AIR QUALITY(P),Modernize Roadway-Rural,1,Clark,025-US-0060  -000,14.21,17.032,Existing,0.755172008,657
594,658,7,Bluegrass ADD,IP20160225,5-Jul,ACCESS MANAGEMENT IMPROVEMENTS ON US 60 FROM LEXINGTON ROAD AT WOODFORD FEED TO MARSAILLES DRIVE (MP 9.38 TO MP 9.70).(16CCN)(18CCN),CONGESTION MITIGTN(O),Access Consolidation,1,Woodford,120-US-0060  -000,9.38,9.7,Existing,29.3853814,658
542,659,7,Bluegrass ADD,IP20160228,4-Jul,RECONSTRUCT KY 33 FROM 100 FEET NORTH OF KY 1267 TO 100 FEET NORTH OF KY 169. (MP 3.04 TO MP 10.65) (16CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Woodford,120-KY-0033  -000,3.04,10.65,Existing,4.438846051,659
816,660,7,Bluegrass ADD,IP20160243,,"Modernize Roadway to improve horizontal & vertical curves, widen shoulders, improve safety.",Reconstruction,Modernize Roadway-Rural,1,Bourbon,009-KY-0537  -000,0,3.58,Existing,-0.806858455,660
494,661,7,Bluegrass ADD,IP20160271,7-192.20,"CONSTRUCT 4-LANE BEREA BYPASS SECTION 2; FROM 150' EAST OF US-25, SE TO KY-21. PHASE 1 - BEREA BYPASS FROM US-25 TO KY-1016.(2004BOPC)(08CCR)(12CCR)(18CCN)",NEW ROUTE(O),Construct Road in New Location,1,Madison,076-US-0025  -000,0,3.654,Existing,-81.07428449,661
571,662,7,Bluegrass ADD,IP20160272,,Construct roundabout on US 150 (Stanford Ave) at E Walnut St.,Reconstruction,Improve Intersection,1,Boyle,011-US-0150  -000,13.85,13.95,Existing,-10.7078285,662
422,663,7,Bluegrass ADD,IP20170031,7-8100.10,"WIDENING WITH ACCESS IMPROVEMENTS TO ANDERSON CROSSING ON US62, FROM 0.2MI W OF CORPORATE DR TO US127B (LAWRENCEBURG BYPASS). PRIORITY SECTION (2016BOP)",SAFETY(P),Modernize Roadway-Rural,1,Anderson,003-US-0062  -000,17.842,18.276,Existing,16.53236703,663
466,664,7,Bluegrass ADD,IP20170036,,Reconstruct US25 from Cherry Blossom Way (KY 620) to Double Culvert Rd (KY 620).,Reconstruction,Modernize Roadway-Rural,1,Scott,105-US-0025  -000,8.827,14.975,Existing,-13.60207913,664
584,665,7,Bluegrass ADD,IP20170094,,East Danville Connector,New Route,Construct Road in New Location,1,Boyle,011-US-0150  -000,13.84,15.101,Existing,-31.32316519,665
515,666,7,Bluegrass ADD,IP20190153,Jul-32,DESIGN ENGINEERING FOR 7TH STREET RELOCATION. (10CCN),DESIGN ENGINEERING(O),,1,Clark,025-CS-1225  -000,0,0.161,Existing,0,0
708,667,7,Bluegrass ADD,IP20190155,,Improved access to Central Kentucky Regional Airport from proposed KY 52.,New Route,,1,Madison,076-KY-0052  -000,5.3,7,Existing,8.65818661,667
632,668,7,Bluegrass ADD,IP20190157,,Extend Farristown Industrial Drive at Menelaus Rd (KY 1983) to the east to connect to US 25.,New Route,,1,Madison,076-PV-1208  -000,0,0.53,Existing,0.389613621,0
470,669,7,Lexington MPO,IP20190160,,Address congestion and improve safety on US 60 (Winchester Rd) and Man O' War Blvd (KY 1425 & CS 4524) creating an alternative route between Sir Barton Way (CS 2636) and Polo Club Blvd (CS 2548),New Route,Construct Road in New Location,1,Fayette,034-US-0060  -000,11.45,12.45,Existing,50.10919153,669
793,670,7,Lexington MPO,IP20190160,,Address congestion and improve safety on US 60 (Winchester Rd) and Man O' War Blvd (KY 1425 & CS 4524) creating an alternative route between Sir Barton Way (CS 2636) and Polo Club Blvd (CS 2548),New Route,Construct Road in New Location,2,Fayette,034-PF-9999  -000,0,0,Proposed,0,0
554,671,7,Lexington MPO,IP20190163,,"Improve congestion, safety and mobility on Man O War from Liberty Road (KY 1927) to I-75",Major Widening,Major Widening-Urban Streets,1,Fayette,034-CS-4524  -000,14.255,15.241,Existing,31.56001218,671
456,672,7,Lexington MPO,IP20190164,,"Address Congestion, Improve Safety, and Improve mobility on Man O War from Richmond Road to Liberty Road",Major Widening,Major Widening-Urban Streets,1,Fayette,034-CS-4524  -000,12.786,14.255,Existing,203.7577674,672
679,673,8,Lake Cumberland ADD,IP20000063,,Reconstruction from Columbia Bypass (KY 55) to Green County Line. See Alternate 4 Priority Section in December 2002 scoping study.,Reconstruction,Modernize Roadway-Rural,1,Adair,001-KY-0061  -000,12.213,19.745,Existing,-4.01858561,673
746,674,8,Bluegrass ADD,IP20020003,,"Address congestion, level of service and connectivity on US 27 from Halls Gap Hill south of Stanford to US 150 east of Stanford.",New Route,Construct Road in New Location,1,Lincoln,069-US-0027  -000,11.8,18,Existing,47.74500576,674
715,675,8,Lake Cumberland ADD,IP20040024,,Improve safety and reduce congestion along KY 3491 between KY 80 and Russell Creek Bridge.,Minor Widening,Modernize Roadway-Rural,1,Adair,001-KY-3491  -000,0,1.286,Existing,-2.329577272,675
613,676,8,Lake Cumberland ADD,IP20040025,,Improve safety and mobility along KY 449 between KY 90 and KY 1206.,Reconstruction,Modernize Roadway-Rural,1,Cumberland,029-KY-0449  -000,4.407,8.994,Existing,-1.403954332,676
772,677,8,Lake Cumberland ADD,IP20040026,,"Reduce congestion and improve safety, capacity, and mobility along KY 90 between the Wayne County line and the new Cumberland River Bridge.",Reconstruction,Modernize Roadway-Rural,1,Pulaski,100-KY-0090  -000,0,2.75,Existing,-5.08948649,677
603,678,8,Lake Cumberland ADD,IP20040029,,"Reduce congestion and improve safety, capacity and mobility along KY 1577 between KY 1642 and KY 3261 near Oak Hill Baptist Church in Somerset.",Reconstruction,Modernize Roadway-Rural,1,Pulaski,100-KY-1577  -000,0,2.213,Existing,7.835818712,678
501,679,8,Lake Cumberland ADD,IP20060247,,Improve Safety along KY 55 from US 127 to Cumberland Parkway.,Reconstruction,Modernize Roadway-Rural,1,Adair,001-KY-0055  -000,0,10.059,Existing,-2.534667859,679
533,680,8,Lake Cumberland ADD,IP20060248,,Improve safety and reduce congestion on US 27 between KY 1567 and KY 478.,Major Widening,Install Two-way Left Turn Lane,1,McCreary,074-US-0027  -000,6.991,9.093,Existing,4.764665903,680
623,681,8,Lake Cumberland ADD,IP20060249,,"Reduce congestion and improve capacity, safety and mobility KY 2292 between US 27 and KY 1577 Extension in Somerset.",Major Widening,Modernize Roadway-Rural,1,Pulaski,100-KY-2292  -000,0,1.87,Existing,-83.20428356,681
783,682,8,Lake Cumberland ADD,IP20060250,,"Reduce congestion and improve capacity, safety and mobility on US 127 between the west bypass of Jamestown to the Cumberland Parkway.  See segment 12 in June 1998 Advance Planning Study",Reconstruction,Modernize Roadway-Rural,1,Russell,104-US-0127  -000,14.142,18.195,Existing,32.24194731,682
684,683,8,Lake Cumberland ADD,IP20060251,,"Reduce congestion and improve safety, capacity and mobility along US 127 from the Cumberland Parkway to Lakeway drive KY 379 in Russell Springs.",Reconstruction,Modernize Roadway-Rural,1,Russell,104-US-0127  -000,17.872,19.086,Existing,52.53803724,683
664,684,8,Lake Cumberland ADD,IP20060252,,"Reduce congestion and improve capacity, safety and mobility on US 127 between the intersection of  Bernard Lane/Cortez Lane and the Northridge Shopping Center traffic light in Russell Springs.",Minor Widening,Improve Intersection,1,Russell,104-US-0127  -000,18.318,18.8,Existing,26.19778325,684
436,685,8,Lake Cumberland ADD,IP20070222,,"Improve safety, mobility, and geometrics on KY 70 between KY 198 at Yosemite to KY 1247 at Science Hill.",Reconstruction,Modernize Roadway-Rural,1,Casey,023-KY-0070  -000,23.608,32.65,Existing,-0.566638295,685
762,686,8,Lake Cumberland ADD,IP20070224,,"Improve Safety and Reduce Congestion along US 27, by adding a 5th lane where needed from KY 2792 to KY 1567.",Major Widening,Install Two-way Left Turn Lane,1,McCreary,074-US-0027  -000,4.608,6.991,Existing,7.460982852,686
522,687,8,Cumberland Valley ADD,IP20070235,,Address capacity issues from KY-461 to US-25 in Mt. Vernon to continue corridor improvements to US 150 as identified in the 1998 planning study.,Minor Widening,Modernize Roadway-Rural,1,Rockcastle,102-US-0150  -000,8.403,10.205,Existing,13.80089034,687
826,688,8,Lake Cumberland ADD,IP20070236,,Improve safety along KY 92 by improve geometrics along the route from US 127 (Court Square) to Jamestown Marina.,Reconstruction,Modernize Roadway-Rural,1,Russell,104-KY-0092  -000,6.999,11.244,Existing,-4.448086649,688
566,689,8,Lake Cumberland ADD,IP20070239,,Improve safety and mobility along KY 1275 between KY 90 at Monticello and KY 1765 near Conley Bottom Boat Dock Road.,Reconstruction,Modernize Roadway-Rural,1,Wayne,116-KY-1275  -000,3.995,10.634,Existing,-30.89448033,689
730,690,8,Lake Cumberland ADD,IP20070240,,Improve safety and mobility along KY 1275 between KY 1765 and KY 90 near Touristville.,Reconstruction,Modernize Roadway-Rural,1,Wayne,116-KY-1275  -000,10.634,14.366,Existing,-2.797262295,690
484,691,8,Lake Cumberland ADD,IP20080490,,"Realignment, lane widening and shouldering of KY-1649 from mp1.0 to near Popular Springs Road for development of future Air Port.",Reconstruction,Modernize Roadway-Rural,1,Casey,023-KY-1649  -000,1,3.281,Existing,-0.731776432,691
647,692,8,Lake Cumberland ADD,IP20080491,,Improve Safety and Reduce Congestion along KY 90/KY 61 in the western portion of Burkesville between KY 90 and Rocky Branch Drive.,Bypass,Construct Road in New Location,1,Cumberland,029-KY-0061  -000,12.869,14.557,Existing,-47.06350339,692
811,693,8,Bluegrass ADD,IP20080492,,Continue ongoing improvements to US 27 corridor from Somerset to Lexington.  Improve Level of Service and safety on US 27 from KY 70 at Eubank in Pulaski to KY 328 in Lincoln County.,Major Widening,Modernize Roadway-Rural,1,Lincoln,069-US-0027  -000,0,3.127,Existing,-2.329896667,693
821,694,8,Bluegrass ADD,IP20080493,,Continue ongoing improvements to US 27 Corridor from Somerset to Lexington. Improve Level of Service and safety on US 27 from KY 328 to KY 501 in Lincoln County.,Major Widening,Modernize Roadway-Rural,1,Lincoln,069-US-0027  -000,3.127,7.22,Existing,2.830746346,694
