Join_Count,TARGET_FID,JOIN_FID,OBJECTID,RT_UNIQUE,BEGIN_MP,END_MP,EEC,Roadway,ProjectNo,Routeuniqu,BEGINNINGMILE,ENDINGMILE
1,123223,936,966323,064-KY-0032  -000,21.38,21.383,-0.051307943,R2L,913,064-KY-0032  -000,0,23.586
1,123240,859,857192,058-KY-0172  -000,1.6619765,1.678,-0.051285024,R2L,904,058-KY-0172  -000,0,12.37
1,123241,75,237642,020-KY-0307  -000,9.23,9.2349765,-0.051284466,R2L,17,020-KY-0307  -000,9.181,9.254
1,123320,944,999950,067-KY-0160  -000,5.476,5.522,-0.051213673,R2L,953,067-KY-0160  -000,0,21.843
1,123321,944,999766,067-KY-0160  -000,5.3894765,5.435,-0.051213673,R2L,953,067-KY-0160  -000,0,21.843
1,123326,730,1599965,116-KY-1275  -000,12.296,12.309,-0.05121227,R2L,690,116-KY-1275  -000,10.634,14.366
1,123335,944,1000316,067-KY-0160  -000,13.733,13.769,-0.051201051,R2L,953,067-KY-0160  -000,0,21.843
1,123361,436,268899,023-KY-0070  -000,27.483,27.505,-0.051176849,R2L,685,023-KY-0070  -000,23.608,32.65
1,123439,936,965987,064-KY-0032  -000,19.461,19.483,-0.05111467,R2L,913,064-KY-0032  -000,0,23.586
1,123440,936,965946,064-KY-0032  -000,17.991,18.013,-0.05111467,R2L,913,064-KY-0032  -000,0,23.586
1,123509,688,392551,033-KY-0082  -000,1.018,1.02,-0.051058011,R2L,829,033-KY-0082  -000,0,4.1
1,123607,183,590547,046-KY-0069  -000,9.55,9.563,-0.051609428,R2L,102,046-KY-0069  -000,4.627,13.08
1,123642,936,965008,064-KY-0032  -000,6.801,6.826,-0.051586038,R2L,913,064-KY-0032  -000,0,23.586
1,123688,936,966019,064-KY-0032  -000,21.0899765,21.109,-0.051541716,R2L,913,064-KY-0032  -000,0,23.586
1,123689,944,999973,067-KY-0160  -000,2.275,2.29,-0.05154142,R2L,953,067-KY-0160  -000,0,21.843
1,123714,136,593222,046-KY-2181  -000,7.0339765,7.083,-0.051528391,R2L,154,046-KY-2181  -000,0,11.932
1,123763,436,268767,023-KY-0070  -000,30.786,30.808,-0.051735913,R2L,685,023-KY-0070  -000,23.608,32.65
1,123767,936,965124,064-KY-0032  -000,12.628,12.65,-0.051487563,R2L,913,064-KY-0032  -000,0,23.586
1,123769,936,965045,064-KY-0032  -000,11.639,11.661,-0.051487563,R2L,913,064-KY-0032  -000,0,23.586
1,123770,936,964861,064-KY-0032  -000,12.408,12.43,-0.051487563,R2L,913,064-KY-0032  -000,0,23.586
1,123774,474,133378,012-KY-0009  -000,10.536,10.5409765,-0.05148453,R2L,604,012-KY-0009  -000,0,19.857
1,123802,95,1584618,115-KY-0528  -000,3.174,3.1859765,-0.051728532,R2L,313,115-KY-0528  -000,3.117,7.144
1,123825,730,1600009,116-KY-1275  -000,11.66,11.681,-0.051442599,R2L,690,116-KY-1275  -000,10.634,14.366
1,123862,232,1149695,078-US-0068  -000,2.3149765,2.32,-0.051421719,R2L,371,078-US-0068  -000,0,9.364
1,123869,508,55431,006-KY-0036  -000,16.737,16.748,-0.051406674,R2L,788,006-KY-0036  -000,13.4,17.2
1,123879,787,143159,013-KY-0205  -000,9.4619765,9.473,-0.051398705,R2L,826,013-KY-0205  -000,7.804,9.954
1,123997,845,1171506,080-KY-0040  -000,3.312,3.3829765,-0.051983844,R2L,949,080-KY-0040  -000,1.632,10.18
1,123997,886,1171506,080-KY-0040  -000,3.312,3.3829765,-0.051983844,R2L,946,080-KY-0040  -000,1.632,10.18
1,123998,845,1171463,080-KY-0040  -000,5.23,5.3009765,-0.051983844,R2L,949,080-KY-0040  -000,1.632,10.18
1,123998,886,1171463,080-KY-0040  -000,5.23,5.3009765,-0.051983844,R2L,946,080-KY-0040  -000,1.632,10.18
1,124007,463,686170,052-KY-0389  -000,17.165,17.318,-0.051979619,R2L,455,052-KY-0389  -000,13.16,21.791
1,124054,944,999777,067-KY-0160  -000,3.107,3.117,-0.052182891,R2L,953,067-KY-0160  -000,0,21.843
1,124063,86,1292491,092-KY-0069  -000,27.8349765,27.85,-0.051949857,R2L,109,092-KY-0069  -000,22,31.623
1,124066,86,1292486,092-KY-0069  -000,25.535,25.55,-0.051949857,R2L,109,092-KY-0069  -000,22,31.623
1,124087,951,971741,064-KY-3396  -000,0.583,0.607,-0.051944633,R2L,939,064-KY-3396  -000,0,2.386
1,124114,475,1644388,120-KY-0169  -000,1.118,1.1229765,-0.051922711,R2L,632,120-KY-0169  -000,0,3
1,124146,951,971701,064-KY-3396  -000,0.448,0.4599765,-0.051902207,R2L,939,064-KY-3396  -000,0,2.386
1,124240,67,659311,050-KY-0088  -000,12.482,12.4919765,-0.052220352,R2L,346,050-KY-0088  -000,5.123,15.225
1,124294,86,1292521,092-KY-0069  -000,30.587,30.6,-0.05214469,R2L,109,092-KY-0069  -000,22,31.623
1,124297,898,397787,033-KY-2459  -000,0.2859765,0.299,-0.051826682,R2L,830,033-KY-2459  -000,0,0.373
1,124341,127,684399,052-KY-0146  -000,3.994,4,-0.052132677,R2L,394,052-KY-0146  -000,2.169,6.8
1,124367,914,324155,026-US-0421  -000,31.975,31.984,-0.051779142,R2L,860,026-US-0421  -000,24.016,32.824
1,124408,944,999993,067-KY-0160  -000,3.152,3.172,-0.052740095,R2L,953,067-KY-0160  -000,0,21.843
1,124451,924,315181,026-HR-9006  -000,29.698,29.704,-0.052698941,R2L,888,026-HR-9006  -000,21.498,35.929
1,124473,548,1124823,076-KY-2881  -000,2.697,2.716,-0.052454541,R2L,644,076-KY-2881  -000,0.783,2.78
1,124494,936,965037,064-KY-0032  -000,12.698,12.719,-0.052674929,R2L,913,064-KY-0032  -000,0,23.586
1,124495,655,329465,027-KY-0738  -000,6.451,6.4539765,-0.052446981,R2L,711,027-KY-0738  -000,5.519,6.706
1,124518,95,1584668,115-KY-0528  -000,6.3939765,6.425,-0.052719671,R2L,313,115-KY-0528  -000,3.117,7.144
1,124539,613,345656,029-KY-0449  -000,4.4259765,4.453,-0.052430413,R2L,676,029-KY-0449  -000,4.407,8.994
1,124578,787,143151,013-KY-0205  -000,7.985,7.998,-0.052413934,R2L,826,013-KY-0205  -000,7.804,9.954
1,124620,420,383487,032-KY-0032  -000,4.2489765,4.304,-0.052388189,R2L,801,032-KY-0032  -000,2,8.656
1,124646,461,1093809,074-KY-0092  -000,6.456,6.497,-0.052375039,R2L,696,074-KY-0092  -000,0,15.361
1,124688,461,1093654,074-KY-0092  -000,0.76,0.772,-0.05235465,R2L,696,074-KY-0092  -000,0,15.361
1,124706,907,647199,048-US-0421  -000,1.8599765,1.872,-0.052345741,R2L,883,048-US-0421  -000,0,3.832
1,124723,46,931446,062-KY-0210  -000,7.344,7.35,-0.052721521,R2L,368,062-KY-0210  -000,6.994,16.613
1,124750,944,999706,067-KY-0160  -000,4.99,5.037,-0.052327014,R2L,953,067-KY-0160  -000,0,21.843
1,124769,859,857048,058-KY-0172  -000,1.238,1.265,-0.052630213,R2L,904,058-KY-0172  -000,0,12.37
1,124775,728,578036,045-KY-0067  -000,7.173,7.1799765,-0.05262928,R2L,799,045-KY-0067  -000,1.4,13.039
1,124783,230,1216854,085-KY-0090  -000,0.1759765,0.18,-0.052542648,R2L,213,085-KY-0090  -000,0,3.283
1,124827,884,646835,048-US-0421  -000,18.939,18.973,-0.052727992,R2L,857,048-US-0421  -000,17.107,24.203
1,124854,936,965835,064-KY-0032  -000,15.603,15.634,-0.052277858,R2L,913,064-KY-0032  -000,0,23.586
1,124911,202,1166580,079-US-0068  -000,7.842,7.849,-0.052612378,R2L,32,079-US-0068  -000,7.745,7.845
1,124940,88,930738,062-KY-0084  -000,8.179,8.186,-0.052500966,R2L,310,062-KY-0084  -000,6.561,8.449
1,124959,906,968750,064-KY-1185  -000,1.937,1.974,-0.052606815,R2L,915,064-KY-1185  -000,0,2.232
1,124970,906,968734,064-KY-1185  -000,0.873,0.91,-0.052606815,R2L,915,064-KY-1185  -000,0,2.232
1,124985,845,1171360,080-KY-0040  -000,2.5909765,2.606,-0.053241117,R2L,949,080-KY-0040  -000,1.632,10.18
1,124985,886,1171360,080-KY-0040  -000,2.5909765,2.606,-0.053241117,R2L,946,080-KY-0040  -000,1.632,10.18
1,124998,944,999905,067-KY-0160  -000,4.868,4.885,-0.05342231,R2L,953,067-KY-0160  -000,0,21.843
1,125037,454,382823,032-KY-0032  -000,12.174,12.195,-0.053165248,R2L,772,032-KY-0032  -000,11.5,13.5
1,125059,936,965234,064-KY-0032  -000,9.687,9.713,-0.05364948,R2L,913,064-KY-0032  -000,0,23.586
1,125087,960,1248005,088-KY-2498  -000,7.2810765,7.2939765,-0.053327154,R2L,840,088-KY-2498  -000,7.2,7.719
1,125091,944,1000022,067-KY-0160  -000,20.771,20.791,-0.053231875,R2L,953,067-KY-0160  -000,0,21.843
1,125125,613,345632,029-KY-0449  -000,8.966,8.9749765,-0.053406755,R2L,676,029-KY-0449  -000,4.407,8.994
1,125202,951,971684,064-KY-3396  -000,0.258,0.273,-0.053483044,R2L,939,064-KY-3396  -000,0,2.386
1,125209,944,1000394,067-KY-0160  -000,10.116,10.131,-0.053332636,R2L,953,067-KY-0160  -000,0,21.843
1,125229,420,383395,032-KY-0032  -000,7.954,7.978,-0.053072633,R2L,801,032-KY-0032  -000,2,8.656
1,125260,936,965119,064-KY-0032  -000,7.529,7.555,-0.05364948,R2L,913,064-KY-0032  -000,0,23.586
1,125280,131,504229,038-KY-0307  -000,1.306,1.3259765,-0.053548211,R2L,21,038-KY-0307  -000,1.232,2.096
1,125309,814,1285159,091-KY-0036  -000,10.934,10.949,-0.053045041,R2L,774,091-KY-0036  -000,9.7,11
1,125401,944,1000397,067-KY-0160  -000,10.577,10.64,-0.053518029,R2L,953,067-KY-0160  -000,0,21.843
1,125486,645,576775,045-KY-0007  -000,15.029,15.0489765,-0.05360832,R2L,789,045-KY-0007  -000,13.03,20.052
1,125499,710,103174,009-US-0460  -000,1.6649765,1.67,-0.05336373,R2L,653,009-US-0460  -000,1.394,7.696
1,125501,599,246374,021-US-0042  -000,13.8439765,13.849,-0.053539721,R2L,550,021-US-0042  -000,13.2,16.5
1,125528,936,965122,064-KY-0032  -000,7.739,7.765,-0.05364948,R2L,913,064-KY-0032  -000,0,23.586
1,125540,461,1093617,074-KY-0092  -000,4.765,4.807,-0.053652479,R2L,696,074-KY-0092  -000,0,15.361
1,125590,944,999953,067-KY-0160  -000,7.484,7.496,-0.053319667,R2L,953,067-KY-0160  -000,0,21.843
1,125636,789,328311,027-KY-0558  -000,4.5279765,4.5509765,-0.052906224,R2L,706,027-KY-0558  -000,1.129,7.729
1,125639,944,999981,067-KY-0160  -000,2.848,2.896,-0.053440354,R2L,953,067-KY-0160  -000,0,21.843
1,125673,936,966028,064-KY-0032  -000,19.1779765,19.201,-0.053438064,R2L,913,064-KY-0032  -000,0,23.586
1,125684,936,966014,064-KY-0032  -000,19.656,19.679,-0.053438064,R2L,913,064-KY-0032  -000,0,23.586
1,125705,104,1104998,075-KY-0136  -000,11.732,11.7346765,-0.052870358,R2L,172,075-KY-0136  -000,0,19.334
1,125732,541,1200325,083-KY-0713  -000,7.062,7.083,-0.052865673,R2L,823,083-KY-0713  -000,6.6,7.25
1,125733,936,964926,064-KY-0032  -000,7.096,7.122,-0.05364948,R2L,913,064-KY-0032  -000,0,23.586
1,125809,896,1250678,088-US-0460  -000,18.0989765,18.106,-0.05386269,R2L,854,088-US-0460  -000,16.95,18.6
1,125832,533,1102166,074-US-0027  -000,7.006,7.0089765,-0.054304961,R2L,680,074-US-0027  -000,6.991,9.093
1,125881,923,641188,048-KY-2005  -000,3.569,3.59,-0.054291196,R2L,899,048-KY-2005  -000,0,5.1
1,125885,542,1643942,120-KY-0033  -000,4.815,4.8439765,-0.054291046,R2L,659,120-KY-0033  -000,3.04,10.65
1,125924,944,1000254,067-KY-0160  -000,14.113,14.121,-0.054283589,R2L,953,067-KY-0160  -000,0,21.843
1,125956,944,999998,067-KY-0160  -000,8.573,8.577,-0.05427226,R2L,953,067-KY-0160  -000,0,21.843
1,126004,936,965095,064-KY-0032  -000,6.922,6.945,-0.053827906,R2L,913,064-KY-0032  -000,0,23.586
1,126018,965,1632992,119-KY-0191  -000,10.2789765,10.2979765,-0.053823289,R2L,845,119-KY-0191  -000,10.256,14.298
1,126075,907,647133,048-US-0421  -000,1.872,1.8749765,-0.054236351,R2L,883,048-US-0421  -000,0,3.832
1,126148,878,1171640,080-KY-0040  -000,17.106,17.112,-0.054213087,R2L,950,080-KY-0040  -000,10.18,19.496
1,126148,934,1171640,080-KY-0040  -000,17.106,17.112,-0.054213087,R2L,947,080-KY-0040  -000,10.18,19.496
1,126148,956,1171640,080-KY-0040  -000,17.106,17.112,-0.054213087,R2L,940,080-KY-0040  -000,16,18
1,126163,802,1601930,116-KY-3283  -000,0.53,0.581,-0.054418584,R2L,699,116-KY-3283  -000,0,1.7
1,126236,910,976586,065-KY-0011  -000,2.6649765,2.67,-0.053772551,R2L,844,065-KY-0011  -000,1.082,4.798
1,126263,148,1216462,085-KY-0070  -000,8.1569765,8.183,-0.054175067,R2L,210,085-KY-0070  -000,6.99,8.869
1,126296,136,593132,046-KY-2181  -000,6.3659765,6.3999765,-0.054662911,R2L,154,046-KY-2181  -000,0,11.932
1,126326,944,999769,067-KY-0160  -000,6.009,6.023,-0.054148793,R2L,953,067-KY-0160  -000,0,21.843
1,126334,98,1104576,075-KY-0085  -000,10.11,10.1319765,-0.054145048,R2L,125,075-KY-0085  -000,10.1,12.169
1,126376,465,26513,003-KY-0151  -000,1.525,1.5289765,-0.054390204,R2L,616,003-KY-0151  -000,0,4.587
1,126383,127,684373,052-KY-0146  -000,2.273,2.28,-0.054568451,R2L,394,052-KY-0146  -000,2.169,6.8
1,126394,826,1462343,104-KY-0092  -000,10.519,10.524,-0.05450333,R2L,688,104-KY-0092  -000,6.999,11.244
1,126486,436,268913,023-KY-0070  -000,30.441,30.464,-0.054087546,R2L,685,023-KY-0070  -000,23.608,32.65
1,126540,944,999757,067-KY-0160  -000,1.971,1.983,-0.054066512,R2L,953,067-KY-0160  -000,0,21.843
1,126568,65,1545581,113-KY-0056  -000,3.987,4,-0.053708432,R2L,175,113-KY-0056  -000,2.723,7.182
1,126603,860,943774,063-KY-0080  -000,23.1269765,23.1379765,-0.054550741,R2L,886,063-KY-0080  -000,11.211,24.927
1,126603,900,943774,063-KY-0080  -000,23.1269765,23.1379765,-0.054550741,R2L,895,063-KY-0080  -000,11.211,24.927
1,126681,104,1104999,075-KY-0136  -000,11.7719765,11.778,-0.054023215,R2L,172,075-KY-0136  -000,0,19.334
1,126696,461,1093483,074-KY-0092  -000,4.3889765,4.426,-0.054020435,R2L,696,074-KY-0092  -000,0,15.361
1,126738,944,1000361,067-KY-0160  -000,13.09,13.129,-0.055467806,R2L,953,067-KY-0160  -000,0,21.843
1,126749,944,1000288,067-KY-0160  -000,13.308,13.347,-0.055467806,R2L,953,067-KY-0160  -000,0,21.843
1,126752,936,965039,064-KY-0032  -000,10.828,10.8549765,-0.055712921,R2L,913,064-KY-0032  -000,0,23.586
1,126863,859,857071,058-KY-0172  -000,7.807,7.816,-0.055864608,R2L,904,058-KY-0172  -000,0,12.37
1,126905,324,209411,018-KY-0497  -000,1.892,1.921,-0.054828142,R2L,58,018-KY-0497  -000,0,2.635
1,126918,944,999725,067-KY-0160  -000,1.767,1.7869765,-0.054834415,R2L,953,067-KY-0160  -000,0,21.843
1,126964,65,1545605,113-KY-0056  -000,3.688,3.7029765,-0.05510567,R2L,175,113-KY-0056  -000,2.723,7.182
1,126967,87,182238,016-KY-0079  -000,18.754,18.896,-0.055611002,R2L,228,016-KY-0079  -000,12.538,24.901
1,126976,454,382855,032-KY-0032  -000,12.098,12.12,-0.055696927,R2L,772,032-KY-0032  -000,11.5,13.5
1,126990,454,382811,032-KY-0032  -000,11.93,11.952,-0.055696927,R2L,772,032-KY-0032  -000,11.5,13.5
1,127006,452,332663,027-US-0127  -000,16.461,16.4809765,-0.055607553,R2L,720,027-US-0127  -000,16.135,19.99
1,127030,420,383405,032-KY-0032  -000,8.054,8.0789765,-0.055283993,R2L,801,032-KY-0032  -000,2,8.656
1,127043,587,1014994,068-KY-0057  -000,0.356,0.36,-0.054709676,R2L,763,068-KY-0057  -000,0,4.557
1,127145,513,1016436,068-KY-0059  -000,19.056,19.076,-0.055269262,R2L,776,068-KY-0059  -000,18.1,23.19
1,127147,169,1256704,089-KY-0181  -000,14.97,14.9839765,-0.054724341,R2L,168,089-KY-0181  -000,12.767,15.751
1,127194,163,590583,046-KY-0069  -000,12.736,12.75,-0.055579384,R2L,104,046-KY-0069  -000,12,13
1,127194,183,590583,046-KY-0069  -000,12.736,12.75,-0.055579384,R2L,102,046-KY-0069  -000,4.627,13.08
1,127249,463,686270,052-KY-0389  -000,15.978,16.14,-0.055037243,R2L,455,052-KY-0389  -000,13.16,21.791
1,127285,420,383491,032-KY-0032  -000,4.153,4.2109765,-0.055245727,R2L,801,032-KY-0032  -000,2,8.656
1,127298,420,383238,032-KY-0032  -000,2.957,3.015,-0.055245727,R2L,801,032-KY-0032  -000,2,8.656
1,127320,936,966070,064-KY-0032  -000,19.608,19.632,-0.055761458,R2L,913,064-KY-0032  -000,0,23.586
1,127323,212,1548241,113-KY-0492  -000,7.2549765,7.309,-0.055242142,R2L,160,113-KY-0492  -000,5.154,10.537
1,127334,919,1177732,080-KY-2032  -000,3.319,3.3389765,-0.054705227,R2L,922,080-KY-2032  -000,3.3,3.8
1,127344,944,1000007,067-KY-0160  -000,16.608,16.632,-0.055016625,R2L,953,067-KY-0160  -000,0,21.843
1,127351,905,1177728,080-KY-2032  -000,2.813,2.833,-0.054705227,R2L,921,080-KY-2032  -000,1.9,3
1,127365,936,966046,064-KY-0032  -000,17.606,17.63,-0.055761458,R2L,913,064-KY-0032  -000,0,23.586
1,127374,541,1200251,083-KY-0713  -000,6.622,6.648,-0.055011958,R2L,823,083-KY-0713  -000,6.6,7.25
1,127375,957,971867,064-KY-3398  -000,0.0279765,0.0349765,-0.055232627,R2L,916,064-KY-3398  -000,0,2.289
1,127377,936,966000,064-KY-0032  -000,20.374,20.398,-0.055761458,R2L,913,064-KY-0032  -000,0,23.586
1,127381,95,1584615,115-KY-0528  -000,3.1359765,3.174,-0.055678705,R2L,313,115-KY-0528  -000,3.117,7.144
1,127393,936,964931,064-KY-0032  -000,13.0189765,13.043,-0.055761458,R2L,913,064-KY-0032  -000,0,23.586
1,127409,924,315166,026-HR-9006  -000,34.299,34.307,-0.054756101,R2L,888,026-HR-9006  -000,21.498,35.929
1,127438,952,1324502,095-KY-0011  -000,0.96,0.974,-0.054991326,R2L,838,095-KY-0011  -000,0,1
1,127445,501,3682,001-KY-0055  -000,6.482,6.491,-0.054704365,R2L,679,001-KY-0055  -000,0,10.059
1,127465,101,504263,038-KY-0307  -000,1.6069765,1.62,-0.054983511,R2L,4,038-KY-0307  -000,1.383,2.096
1,127465,131,504263,038-KY-0307  -000,1.6069765,1.62,-0.054983511,R2L,21,038-KY-0307  -000,1.232,2.096
1,127474,617,451909,035-KY-0032  -000,15.798,15.805,-0.054976717,R2L,808,035-KY-0032  -000,10.615,17.452
1,127479,617,451895,035-KY-0032  -000,15.336,15.343,-0.054976717,R2L,808,035-KY-0032  -000,10.615,17.452
1,127487,617,451842,035-KY-0032  -000,15.9724765,15.979,-0.054976717,R2L,808,035-KY-0032  -000,10.615,17.452
1,127520,771,1117287,076-KY-0021  -000,12.605,12.698,-0.055533838,R2L,621,076-KY-0021  -000,11.511,14.641
1,127526,944,999884,067-KY-0160  -000,8.986,9.001,-0.054966334,R2L,953,067-KY-0160  -000,0,21.843
1,127556,936,964869,064-KY-0032  -000,4.404,4.494,-0.055213156,R2L,913,064-KY-0032  -000,0,23.586
1,127577,944,999906,067-KY-0160  -000,2.585,2.635,-0.055667036,R2L,953,067-KY-0160  -000,0,21.843
1,127616,944,1000177,067-KY-0160  -000,20.6,20.621,-0.055893469,R2L,953,067-KY-0160  -000,0,21.843
1,127618,436,268644,023-KY-0070  -000,26.428,26.455,-0.055371394,R2L,685,023-KY-0070  -000,23.608,32.65
1,127627,436,268639,023-KY-0070  -000,24.57,24.597,-0.055371394,R2L,685,023-KY-0070  -000,23.608,32.65
1,127639,436,268618,023-KY-0070  -000,27.026,27.053,-0.055371394,R2L,685,023-KY-0070  -000,23.608,32.65
1,127659,936,965018,064-KY-0032  -000,5.341,5.388,-0.055660831,R2L,913,064-KY-0032  -000,0,23.586
1,127676,845,1171494,080-KY-0040  -000,4.516,4.591,-0.054912512,R2L,949,080-KY-0040  -000,1.632,10.18
1,127676,886,1171494,080-KY-0040  -000,4.516,4.591,-0.054912512,R2L,946,080-KY-0040  -000,1.632,10.18
1,127691,963,315626,026-KY-0011  -000,10.027,10.16,-0.054797867,R2L,861,026-KY-0011  -000,8.891,19.591
1,127729,463,686206,052-KY-0389  -000,21.26,21.33,-0.055980489,R2L,455,052-KY-0389  -000,13.16,21.791
1,127747,730,1599868,116-KY-1275  -000,12.806,12.86,-0.055494188,R2L,690,116-KY-1275  -000,10.634,14.366
1,127786,832,477740,036-KY-1427  -000,4.664,4.723,-0.055976573,R2L,903,036-KY-1427  -000,4.58,9.082
1,127801,411,506933,038-US-0045  -000,1.827,1.8359765,-0.055650424,R2L,20,038-US-0045  -000,1.696,1.868
1,127813,79,239958,020-US-0051  -000,6.7079765,6.7139765,-0.054881407,R2L,14,020-US-0051  -000,6.134,8.259
1,127878,345,1548190,113-KY-0492  -000,4.697,4.863,-0.055169301,R2L,159,113-KY-0492  -000,2.482,5.154
1,127906,136,593197,046-KY-2181  -000,7.21,7.262,-0.05468319,R2L,154,046-KY-2181  -000,0,11.932
1,127963,730,1599959,116-KY-1275  -000,13.4,13.4199765,-0.056307989,R2L,690,116-KY-1275  -000,10.634,14.366
1,127969,944,999991,067-KY-0160  -000,3.133,3.152,-0.056613961,R2L,953,067-KY-0160  -000,0,21.843
1,127981,944,999703,067-KY-0160  -000,6.791,6.8129765,-0.056612882,R2L,953,067-KY-0160  -000,0,21.843
1,128084,420,383358,032-KY-0032  -000,5.362,5.369,-0.057745207,R2L,801,032-KY-0032  -000,2,8.656
1,128104,845,1171363,080-KY-0040  -000,2.856,2.934,-0.057109012,R2L,949,080-KY-0040  -000,1.632,10.18
1,128104,886,1171363,080-KY-0040  -000,2.856,2.934,-0.057109012,R2L,946,080-KY-0040  -000,1.632,10.18
1,128109,566,1599871,116-KY-1275  -000,9.215,9.22,-0.057287962,R2L,689,116-KY-1275  -000,3.995,10.634
1,128126,98,1104792,075-KY-0085  -000,10.988,11,-0.056595513,R2L,125,075-KY-0085  -000,10.1,12.169
1,128180,461,1093626,074-KY-0092  -000,7.927,7.966,-0.056940458,R2L,696,074-KY-0092  -000,0,15.361
1,128228,463,686292,052-KY-0389  -000,19.926,19.988,-0.05709897,R2L,455,052-KY-0389  -000,13.16,21.791
1,128258,884,646954,048-US-0421  -000,23.32,23.3305765,-0.058124255,R2L,857,048-US-0421  -000,17.107,24.203
1,128271,420,383323,032-KY-0032  -000,7.871,7.875,-0.057973608,R2L,801,032-KY-0032  -000,2,8.656
1,128278,461,1093513,074-KY-0092  -000,1.254,1.264,-0.056578581,R2L,696,074-KY-0092  -000,0,15.361
1,128347,454,382856,032-KY-0032  -000,11.991,12.014,-0.058228605,R2L,772,032-KY-0032  -000,11.5,13.5
1,128366,436,268676,023-KY-0070  -000,32.056,32.079,-0.057967469,R2L,685,023-KY-0070  -000,23.608,32.65
1,128379,260,1608096,117-KY-0138  -000,10.4679765,10.5149765,-0.058074837,R2L,111,117-KY-0138  -000,10.439,10.716
1,128467,501,3583,001-KY-0055  -000,6.807,6.811,-0.057467037,R2L,679,001-KY-0055  -000,0,10.059
1,128490,542,1644049,120-KY-0033  -000,6.403,6.4339765,-0.058035256,R2L,659,120-KY-0033  -000,3.04,10.65
1,128491,802,1601903,116-KY-3283  -000,0.671,0.724,-0.056552646,R2L,699,116-KY-3283  -000,0,1.7
1,128547,212,1548240,113-KY-0492  -000,7.1619765,7.2169765,-0.056265145,R2L,160,113-KY-0492  -000,5.154,10.537
1,128582,832,477968,036-KY-1427  -000,4.5989765,4.61,-0.056533978,R2L,903,036-KY-1427  -000,4.58,9.082
1,128607,420,383333,032-KY-0032  -000,6.567,6.576,-0.058212487,R2L,801,032-KY-0032  -000,2,8.656
1,128610,26,288460,024-KY-0115  -000,3.1559765,3.168,-0.056100865,R2L,115,024-KY-0115  -000,2.901,6.87
1,128612,420,383389,032-KY-0032  -000,1.991,2.052,-0.058103264,R2L,801,032-KY-0032  -000,2,8.656
1,128636,730,1599753,116-KY-1275  -000,12.399,12.454,-0.056521858,R2L,690,116-KY-1275  -000,10.634,14.366
1,128679,688,392524,033-KY-0082  -000,2.137,2.14,-0.057533257,R2L,829,033-KY-0082  -000,0,4.1
1,128682,687,451565,035-KY-0032  -000,28.25,28.2579765,-0.057649291,R2L,766,035-KY-0032  -000,27.893,28.293
1,128706,781,451258,035-KY-0032  -000,7.764,7.872,-0.056902934,R2L,768,035-KY-0032  -000,7.3,9.935
1,128739,936,965025,064-KY-0032  -000,7.831,7.836,-0.056895624,R2L,913,064-KY-0032  -000,0,23.586
1,128756,814,1285137,091-KY-0036  -000,9.884,9.901,-0.056252863,R2L,774,091-KY-0036  -000,9.7,11
1,128772,965,1632962,119-KY-0191  -000,12.975,13.003,-0.057868764,R2L,845,119-KY-0191  -000,10.256,14.298
1,128817,936,966088,064-KY-0032  -000,19.518,19.543,-0.058084852,R2L,913,064-KY-0032  -000,0,23.586
1,128834,944,1000314,067-KY-0160  -000,14.269,14.309,-0.056890057,R2L,953,067-KY-0160  -000,0,21.843
1,128847,86,1292201,092-KY-0069  -000,23.5,23.5099765,-0.056493967,R2L,109,092-KY-0069  -000,22,31.623
1,128932,951,971711,064-KY-3396  -000,2.13,2.156,-0.058138751,R2L,939,064-KY-3396  -000,0,2.386
1,128948,501,3695,001-KY-0055  -000,0.279,0.2939765,-0.057608717,R2L,679,001-KY-0055  -000,0,10.059
1,128971,944,999873,067-KY-0160  -000,3.477,3.495,-0.056078709,R2L,953,067-KY-0160  -000,0,21.843
1,128977,907,647114,048-US-0421  -000,2.509,2.5219765,-0.056707886,R2L,883,048-US-0421  -000,0,3.832
1,128991,944,999665,067-KY-0160  -000,2.152,2.17,-0.056078709,R2L,953,067-KY-0160  -000,0,21.843
1,129027,250,378141,031-KY-0728  -000,2.1394765,2.1414765,-0.058245124,R2L,206,031-KY-0728  -000,0,6.952
1,129028,884,646882,048-US-0421  -000,22.351,22.357,-0.058030381,R2L,857,048-US-0421  -000,17.107,24.203
1,129130,845,1171503,080-KY-0040  -000,2.422,2.501,-0.057841179,R2L,949,080-KY-0040  -000,1.632,10.18
1,129130,886,1171503,080-KY-0040  -000,2.422,2.501,-0.057841179,R2L,946,080-KY-0040  -000,1.632,10.18
1,129171,936,964937,064-KY-0032  -000,0.3599765,0.452,-0.056440115,R2L,913,064-KY-0032  -000,0,23.586
1,129180,87,182132,016-KY-0079  -000,12.796,12.801,-0.0574385,R2L,228,016-KY-0079  -000,12.538,24.901
1,129189,436,268912,023-KY-0070  -000,30.1209765,30.145,-0.056439178,R2L,685,023-KY-0070  -000,23.608,32.65
1,129246,944,999716,067-KY-0160  -000,6.58,6.633,-0.057423742,R2L,953,067-KY-0160  -000,0,21.843
1,129252,832,477884,036-KY-1427  -000,8.0309765,8.042,-0.056428011,R2L,903,036-KY-1427  -000,4.58,9.082
1,129256,561,328232,027-KY-0558  -000,9.406,9.466,-0.057007544,R2L,707,027-KY-0558  -000,7.729,10.753
